"","words","term.freq","doc.freq"
"8674","discouraging",3,3
"8675","components",1,1
"8676","concentrate",1,1
"8677","circular.)the",1,1
"8678","lists",3,2
"8679","batburst",1,1
"8680","accepts",1,1
"8681","mde",1,1
"8682","conformity",1,1
"8683","government.i",1,1
"8684","absolutely",3,3
"8685","correctly",3,3
"8686","erroneous",5,5
"8687","made.i",1,1
"8688","servant(signed)henry",1,1
"8689","goulburn.p.s",1,1
"8690","pensioners",3,3
"8691","designation",2,2
"8692","allowances",1,1
"8693","colony.these",1,1
"8694","guidance",4,4
"8695","receipt",2,2
"8696","allowances.in",1,1
"8697","cubic",1,1
"8698","family.the",1,1
"8699","follows:return",1,1
"8700","payable",6,5
"8701","intelligenceletters",1,1
"8702","letlets",1,1
"8703","unhealthy.the",1,1
"8704","skeletons",1,1
"8705","others.a",1,1
"8706","counter",2,2
"8707","complain",2,2
"8708","licentiousness",2,2
"8709","island.(from",1,1
"8710","panama",1,1
"8711","cochran",1,1
"8712","callao",2,2
"8713","guayaquil",1,1
"8714","chili",3,3
"8715","forthnight",1,1
"8716","carthagena",4,2
"8717","santa",4,1
"8718","bolivar",4,2
"8719","murillo's",1,1
"8720","advances",1,1
"8721","aide-de",1,1
"8722","venezuelian",1,1
"8723","honda",1,1
"8724","samana",1,1
"8725","captain-general",2,2
"8726","ramirez",1,1
"8727","bolivar's",1,1
"8728","mempaz[?].there",1,1
"8729","settlers.a",1,1
"8730","shock",6,5
"8731","second[?].madras",1,1
"8732","gratifying",7,7
"8733","asserghur",1,1
"8734","wait",3,3
"8735","details.madras",1,1
"8736","duncan",5,3
"8737","lang's",2,2
"8738","funeral",1,1
"8739","duncan's",4,2
"8740","mroe",1,1
"8741","remembrance",1,1
"8742","respected.calcutta",1,1
"8743","stamford",2,2
"8744","raffles",2,1
"8745","sultan",3,3
"8746","jahore",2,1
"8747","tomangong",1,1
"8748","sincapore",1,1
"8749","residency",1,1
"8750","furqubar",1,1
"8751","captial",1,1
"8752","congratulate",1,1
"8753","flying",6,6
"8754","penang",1,1
"8755","malacca",1,1
"8756","bataxian",1,1
"8757","competitors.cape",1,1
"8758","colonising",1,1
"8759","incursions",2,2
"8760","incidentally",1,1
"8761","market.maritime",1,1
"8762","intelligencefriday",1,1
"8763","martial",1,1
"8764","adjournment",2,2
"8765","concealment",1,1
"8766","phaeton",2,1
"8767","dillon",1,1
"8768","geary",3,2
"8769","afternnoon",1,1
"8770","mon",1,1
"8771","reprimanded.letters",1,1
"8772","receivedon",1,1
"8773","burden",7,6
"8774","shipley",2,2
"8775","intelligencespanish",1,1
"8776","jamaica–august",1,1
"8777","voyages",3,3
"8778","serapis",1,1
"8779","roofed",1,1
"8780","humanely",1,1
"8781","scattered",1,1
"8782","relatives",4,4
"8783","sparrow",1,1
"8784","adjt.-general",1,1
"8785","rowe",3,1
"8786","son-in-law",1,1
"8787","paymaster",4,1
"8788","montgomery",6,2
"8789","survived",3,3
"8790","assistant",3,3
"8791","surgeon",8,7
"8792","in-law",1,1
"8793","richardson",1,1
"8794","adjutant",4,3
"8795","lyon",4,2
"8796","misses",4,3
"8797","lieuts",1,1
"8798","mackie",1,1
"8799","turner",1,1
"8800","baxter",1,1
"8801","quarter-master",1,1
"8802","baxter[?].the",1,1
"8803","confined",8,7
"8804","stretching",1,1
"8805","midland",2,2
"8806","ottawa",2,2
"8807","contact",4,3
"8808","louisiana",2,2
"8809","invectives",1,1
"8810","country.letters",1,1
"8811","mogadoru",2,1
"8812","plague",2,2
"8813","moors",1,1
"8814","pestilence",1,1
"8815","renew",2,2
"8816","observer",4,4
"8817","godalming",1,1
"8818","handed",3,2
"8819","rage",1,1
"8820","justified",1,1
"8821","contents",2,2
"8822","clusions",1,1
"8823","patterns",2,2
"8824","belles",1,1
"8825","fasions",1,1
"8826","influx",3,3
"8827","visitors",11,3
"8828","complying",1,1
"8829","shrink",1,1
"8830","responsibility",2,2
"8831","disguise",3,2
"8832","anticipating",3,2
"8833","failures",2,2
"8834","unpardonable",1,1
"8835","thoughtlessly",1,1
"8836","dissipated",1,1
"8837","fatiguing",1,1
"8838","sunk",2,2
"8839","apathy",1,1
"8840","listless",1,1
"8841","trades",3,3
"8842","journeymen",2,2
"8843","well.with",1,1
"8844","recall",1,1
"8845","joked",1,1
"8846","doubted",3,3
"8847","foresaw",1,1
"8848","start",1,1
"8849","millinery",1,1
"8850","dress-making",1,1
"8851","childbed",1,1
"8852","attractive",1,1
"8853","titled",3,3
"8854","london'&c",1,1
"8855","afloat",9,9
"8856","obscurity",1,1
"8857","bricklayer",1,1
"8858","builder",3,3
"8859","row",2,2
"8860","jobs",1,1
"8861","description.of",1,1
"8862","fiften",2,2
"8863","godalmbing",1,1
"8864","proud",3,3
"8865","capitals–but",1,1
"8866","myself–and",1,1
"8867","husbanding",1,1
"8868","resources",8,6
"8869","abstaining",1,1
"8870","successed",1,1
"8871","laying",2,2
"8872","happiness.we",1,1
"8873","time?other",1,1
"8874","roughness",1,1
"8875","hospitable",1,1
"8876","thwart",1,1
"8877","humours",1,1
"8878","states–to",1,1
"8879","storekeeping",1,1
"8880","nearer",2,2
"8881","repentance",1,1
"8882","birkbeck's",11,3
"8883","arks",1,1
"8884","birk",2,2
"8885","beck's",1,1
"8886","howeverwill",1,1
"8887","overcome",2,2
"8888","fireside",2,2
"8889","consciousness",1,1
"8890","counterbalanced",1,1
"8891","castant",1,1
"8892","visitation",1,1
"8893","tax-gathered",1,1
"8894","increases",1,1
"8895","civilisation",2,2
"8896","assuance",1,1
"8897","attained.as",1,1
"8898","hav",1,1
"8899","uthe",1,1
"8900","canada.about",1,1
"8901","paisley",10,3
"8902","cheering",5,5
"8903","felicities",1,1
"8904","companion",3,3
"8905","exult",1,1
"8906","narrations",1,1
"8907","ardour",1,1
"8908","imploring",1,1
"8909","donation",1,1
"8910","attending",3,3
"8911","supplications",1,1
"8912","depute",1,1
"8913","memorialized",1,1
"8914","reception",4,4
"8915","kindness",5,4
"8916","subscribe",1,1
"8917","rejected",3,2
"8918","despairing",1,1
"8919","proposition",4,4
"8920","fiercer",1,1
"8921","radicals",2,2
"8922","spleen",1,1
"8923","jeering",2,2
"8924","deprecating",1,1
"8925","farce",1,1
"8926","unanimity",3,3
"8927","querulous",1,1
"8928","italy",1,1
"8929","hotter",1,1
"8930","coller",1,1
"8931","fruitful",1,1
"8932","constitutions",2,2
"8933","longevity",1,1
"8934","fuel",3,3
"8935","snows",1,1
"8936","intense",3,3
"8937","fortitude.(from",1,1
"8938","lavaysse's",1,1
"8939","margaritta",1,1
"8940","published.)stedman",1,1
"8941","flagged",1,1
"8942","townhouse",1,1
"8943","signs",1,1
"8944","commiseration",1,1
"8945","sigh",1,1
"8946","hang",2,2
"8947","hangman",2,1
"8948","tying",1,1
"8949","cord",11,10
"8950","neck",27,12
"8951","launch",1,1
"8952","eternity",1,1
"8953","steadfastly",1,1
"8954","smile",1,1
"8955","stedman",1,1
"8956","injustice",1,1
"8957","intrepidity",4,4
"8958","gibbet",2,2
"8959","ribs",1,1
"8960","incisions",1,1
"8961","hook",1,1
"8962","hanging",2,2
"8963","licking",6,4
"8964","drops",1,1
"8965","rained",1,1
"8966","gallows",1,1
"8967","cried",1,1
"8968","reproached",1,1
"8969","courage",2,2
"8970","behave",1,1
"8971","sentry",1,1
"8972","brains",1,1
"8973","butt",1,1
"8974","musquet",1,1
"8975","narrator",1,1
"8976","legs",1,1
"8977","nail",2,1
"8978","complaining",3,3
"8979","executioners",1,1
"8980","monster",1,1
"8981","bepoisoned",1,1
"8982","kick",1,1
"8983","settlementa",1,1
"8984","author's",2,2
"8985","helped",1,1
"8986","misquotation",1,1
"8987","misconstruction",1,1
"8988","sarcasm",1,1
"8989","caustic",1,1
"8990","controversist",1,1
"8991","wallow",1,1
"8992","mire",1,1
"8993","pushing",2,2
"8994","richly",2,2
"8995","accomodations",1,1
"8996","convenienes",1,1
"8997","shewing",1,1
"8998","accommodated",1,1
"8999","captious",1,1
"9000","forgetting",1,1
"9001","don't",1,1
"9002","sabine",1,1
"9003","spoliation",1,1
"9004","evidently",1,1
"9005","census",6,6
"9006","hint",1,1
"9007","scouring",1,1
"9008","boarding-schools",1,1
"9009","assortment",2,2
"9010","market.the",1,1
"9011","interest.english",1,1
"9012","countrymen–for",1,1
"9013","settlement.my",1,1
"9014","reasoning",3,3
"9015","grounded",1,1
"9016","elapsed",1,1
"9017","opinnions",1,1
"9018","test",1,1
"9019","delightful",2,2
"9020","abode",2,2
"9021","belayed",1,1
"9022","prospects.this",1,1
"9023","unusual",2,2
"9024","fencing",1,1
"9025","hogs",4,3
"9026","indivi",1,1
"9027","duals",1,1
"9028","settlement.with",1,1
"9029","capitalist",2,1
"9030","undecided",1,1
"9031","freeholds",1,1
"9032","cabins",2,2
"9033","squandered",1,1
"9034","highr",1,1
"9035","depressed",1,1
"9036","betry",1,1
"9037","arrogance",1,1
"9038","independence.in",1,1
"9039","delays",1,1
"9040","inseparable",1,1
"9041","undertakings",1,1
"9042","preparatory",4,4
"9043","debtor-side",1,1
"9044","courtlord",1,1
"9045","provost",10,4
"9046","manderston",1,1
"9047","boswell",1,1
"9048","queensberry",4,2
"9049","hospital",21,5
"9050","examine",3,3
"9051","treasurer's",2,2
"9052","next.mr",1,1
"9053","witham",1,1
"9054","junior",3,2
"9055","observations",5,4
"9056","vote",7,7
"9057","expressing",3,2
"9058","institution",10,3
"9059","welfare",5,4
"9060","patients",3,1
"9061","matron",1,1
"9062","existed",10,8
"9063","entitle",2,2
"9064","internal",4,4
"9065","wards",3,3
"9066","resulted",1,1
"9067","hospitals",9,3
"9068","governed",2,2
"9069","trusted",4,4
"9070","to.–he",1,1
"9071","crave",1,1
"9072","touching",3,3
"9073","insinuating",1,1
"9074","city's",1,1
"9075","ale",1,1
"9076","calculation",5,5
"9077","withholding",5,4
"9078","invalid",1,1
"9079","inte",1,1
"9080","restricted",1,1
"9081","tax–which",1,1
"9082","government–is",1,1
"9083","suggesting",1,1
"9084","lend",1,1
"9085","decline",3,2
"9086","interest.mr",1,1
"9087","alex",1,1
"9088","cruishank",1,1
"9089","motioncol",1,1
"9090","crichton",2,1
"9091","workmen",4,4
"9092","eminence",2,2
"9093","scotsman",2,2
"9094","pattern",1,1
"9095","nursery",3,3
"9096","skilfull",1,1
"9097","practitioners",1,1
"9098","hospi",1,1
"9099","tal",1,1
"9100","inscriptions",1,1
"9101","christain",1,1
"9102","doctrines",3,2
"9103","inculcated",1,1
"9104","treatement",1,1
"9105","imputing",1,1
"9106","tanking",1,1
"9107","quibbling",1,1
"9108","contemptible",1,1
"9109","wigham's.lord",1,1
"9110","meadowbank",1,1
"9111","reminded",1,1
"9112","court.henry",1,1
"9113","jardine",1,1
"9114","begged",9,5
"9115","year.mr",1,1
"9116","wigham's",1,1
"9117","unfashionable",1,1
"9118","allude",2,2
"9119","this–a",1,1
"9120","anticipated",6,5
"9121","concurred",13,13
"9122","remind",2,2
"9123","christianity",2,2
"9124","healing",1,1
"9125","less.there",1,1
"9126","wigham",2,1
"9127","visitori",1,1
"9128","fittest",2,2
"9129","admirably",2,2
"9130","distrust",1,1
"9131","wht",1,1
"9132","tweed",1,1
"9133","boon",1,1
"9134","monthly",2,2
"9135","rotation",3,1
"9136","managers.mr",1,1
"9137","withdrawn.mr",1,1
"9138","caveat",1,1
"9139","unnecessarily",1,1
"9140","promotion",5,4
"9141","paragraph",4,4
"9142","clinical",1,1
"9143","office-bearers",2,2
"9144","positive",2,2
"9145","imitated",1,1
"9146","reporters",1,1
"9147","leads",1,1
"9148","suggest",3,3
"9149","enjoin",1,1
"9150","economical",4,3
"9151","apparent.–his",1,1
"9152","suggestion",3,2
"9153","preface",1,1
"9154","tabular",3,1
"9155","admission",8,5
"9156","diary",1,1
"9157","temperatures",1,1
"9158","moisture",9,9
"9159","atmosphere",2,2
"9160","winds",6,5
"9161","staple",3,3
"9162","decrease",4,4
"9163","diet",2,2
"9164","enumeration",1,1
"9165","interfere",3,3
"9166","discharged",3,3
"9167","honourably",1,1
"9168","experience.the",1,1
"9169","compulsory",3,3
"9170","avocations.the",1,1
"9171","proposer",1,1
"9172","answering",1,1
"9173","voluble",1,1
"9174","obviate",2,2
"9175","adverted",4,3
"9176","regretting",1,1
"9177","troduced",1,1
"9178","practitioner",1,1
"9179","pupils.dr",1,1
"9180","eloquent",3,3
"9181","impractiable",1,1
"9182","comprehension",1,1
"9183","mnner",1,1
"9184","getlmen",1,1
"9185","devote",1,1
"9186","tables",3,3
"9187","recorded",3,3
"9188","tasks",1,1
"9189","welsh",2,2
"9190","individuals.the",1,1
"9191","mover",1,1
"9192","welsh's",1,1
"9193","abler",1,1
"9194","withdraw",6,6
"9195","motion.form",1,1
"9196","justiciary",4,3
"9197","court.our",1,1
"9198","advocate",6,4
"9199","officially",2,2
"9200","strikes",1,1
"9201","jurymen",1,1
"9202","linlithgow",1,1
"9203","haddington",2,2
"9204","roll",1,1
"9205","bands",3,3
"9206","jurors",3,1
"9207","cited",1,1
"9208","macer",1,1
"9209","ourt",1,1
"9210","resorts",1,1
"9211","unequivocal",2,2
"9212","displaying",1,1
"9213","incontrovertibly",1,1
"9214","visible",2,2
"9215","retrograde",1,1
"9216","movement",2,2
"9217","convert",2,2
"9218","functionaries",2,1
"9219","specific",1,1
"9220","successors",1,1
"9221","judicatories",1,1
"9222","well-merited",1,1
"9223","popularity",1,1
"9224","throwing",2,2
"9225","fix",2,2
"9226","juror",1,1
"9227","penl",1,1
"9228","cerain",1,1
"9229","juries",3,2
"9230","coguisable",1,1
"9231","misrepresentation",1,1
"9232","borrow",2,2
"9233","modelling",1,1
"9234","court.mr",1,1
"9235","bywater",1,1
"9236","construced",1,1
"9237","model",2,2
"9238","magnetic",2,2
"9239","phenomena",1,1
"9240","flinders",2,1
"9241","attraction",1,1
"9242","strachan",1,1
"9243","decieved",1,1
"9244","discontents",2,2
"9245","pitied",1,1
"9246","begins",1,1
"9247","elegance",3,3
"9248","plunges",1,1
"9249","fre",1,1
"9250","canopy",1,1
"9251","builds",1,1
"9252","neighbour–opening",1,1
"9253","bark–it",1,1
"9254","flat",1,1
"9255","boards",1,1
"9256","enormous",7,6
"9257","bae",1,1
"9258","admiring",1,1
"9259","insulated",1,1
"9260","fiels",1,1
"9261","bog",3,2
"9262","musquetoes",1,1
"9263","sweet–he",1,1
"9264","urges",1,1
"9265","connexions",2,1
"9266","bitterness",1,1
"9267","placing",3,3
"9268","rack-rent",1,1
"9269","farer",1,1
"9270","pos",1,1
"9271","compared",8,6
"9272","appear.it",1,1
"9273","leav",1,1
"9274","disappoint",1,1
"9275","ashamed",2,2
"9276","success.–the",1,1
"9277","accomodation",4,4
"9278","them–they",1,1
"9279","vermin",3,3
"9280","fascinating",1,1
"9281","priva",1,1
"9282","sacrifices",5,4
"9283","success.we",1,1
"9284","emi",3,3
"9285","vastly",2,2
"9286","admonish",1,1
"9287","minuteness",1,1
"9288","golden",2,2
"9289","dreams",3,2
"9290","decide",4,4
"9291","native's",1,1
"9292","goldren",1,1
"9293","indepen",1,1
"9294","sounding",1,1
"9295","hardship",2,2
"9296","maret",1,1
"9297","canals",3,3
"9298","tear",2,2
"9299","rudeness",1,1
"9300","risking",1,1
"9301","retraced",1,1
"9302","plunging",2,2
"9303","ent",2,2
"9304","strangers.when",1,1
"9305","mature",2,2
"9306","go–to",1,1
"9307","levellers",1,1
"9308","democrats",1,1
"9309","evil.i",1,1
"9310","allegiances",1,1
"9311","considerd",1,1
"9312","canada.in",1,1
"9313","alleghany",1,1
"9314","america.suppose",1,1
"9315","america–one",1,1
"9316","canada.miles",1,1
"9317","shawanoe",4,1
"9318","travelling",4,3
"9319","goods:dollars",1,1
"9320","ark",1,1
"9321","scow",1,1
"9322","hired",2,2
"9323","expenses",8,6
"9324","batteau",1,1
"9325","neighbourhoods",1,1
"9326","additiona",2,2
"9327","fees",1,1
"9328","saves",1,1
"9329","dollars.let",1,1
"9330","balanced.illinois",1,1
"9331","fowls",2,1
"9332","n.b",1,1
"9333","truth.from",1,1
"9334","manifest.it",1,1
"9335","proportionally",1,1
"9336","suf",1,1
"9337","ficiently",1,1
"9338","clear.we",1,1
"9339","disadvantage",2,1
"9340","dearness",1,1
"9341","seacoast",1,1
"9342","operates",1,1
"9343","deals",1,1
"9344","disposes",1,1
"9345","consumer",1,1
"9346","a-year",3,2
"9347","consume",2,1
"9348","twelvemonth",1,1
"9349","great.'it",1,1
"9350","quantum",1,1
"9351","farmer's",2,1
"9352","simply",3,3
"9353","converting",1,1
"9354","log-cabin",1,1
"9355","erect",2,2
"9356","barn",1,1
"9357","cattle–to",1,1
"9358","educate",2,2
"9359","children–and",1,1
"9360","amelioration",2,2
"9361","mankind.'in",1,1
"9362","selection",5,5
"9363","raises",1,1
"9364","yearly",3,3
"9365","diminishing",1,1
"9366","stronger",2,2
"9367","landholder",1,1
"9368","instruct",1,1
"9369","emigrationamong",1,1
"9370","superintendance",1,1
"9371","embarkthursday",1,1
"9372","edward's",3,3
"9373","children.on",1,1
"9374","passengers.extract",1,1
"9375","equality",3,3
"9376","predominant",1,1
"9377","township",3,2
"9378","stitch",1,1
"9379","cover",2,2
"9380","nakedness",1,1
"9381","strutting",1,1
"9382","stumps",2,2
"9383","pompous",1,1
"9384","ediburgh",1,1
"9385","relieving",3,2
"9386","classes.salus",1,1
"9387","populi",1,1
"9388","suprema",1,1
"9389","lex.there",1,1
"9390","wasa",1,1
"9391","factiousness",1,1
"9392","ultimately",7,5
"9393","entail",1,1
"9394","accountable",1,1
"9395","suffers",1,1
"9396","modern",3,3
"9397","experiments",3,3
"9398","insuperable",2,2
"9399","timidity",1,1
"9400","requiress",1,1
"9401","startled",1,1
"9402","sufferers.during",1,1
"9403","stimulated",1,1
"9404","monopoly",4,1
"9405","world–by",1,1
"9406","melted",1,1
"9407","consumed–and",1,1
"9408","depreciation",4,2
"9409","ending",4,2
"9410","doubled",2,1
"9411","equalled",2,2
"9412","cessation",1,1
"9413","diminuition",2,2
"9414","fictitious",1,1
"9415","multiplication",1,1
"9416","elapses",1,1
"9417","accommodates",1,1
"9418","suffe",1,1
"9419","remedies",2,2
"9420","dependence",2,2
"9421","taxation",1,1
"9422","restrictive",1,1
"9423","obstacles",1,1
"9424","suppy",1,1
"9425","disregarded",1,1
"9426","vulgar",1,1
"9427","clamour",1,1
"9428","misfortunes",1,1
"9429","whch",1,1
"9430","philosophers",1,1
"9431","thankful",2,2
"9432","impeded",1,1
"9433","us.emigration",1,1
"9434","suggests",2,2
"9435","intertiae",1,1
"9436","malthus",2,2
"9437","underrate",1,1
"9438","brazil",1,1
"9439","buenos",9,5
"9440","ayres",9,5
"9441","gradual",1,1
"9442","expatriated",1,1
"9443","advantges",1,1
"9444","flourish",1,1
"9445","securities",2,2
"9446","nugatory",2,2
"9447","operative",1,1
"9448","givingassistance",1,1
"9449","objectionable",2,2
"9450","restrict",1,1
"9451","relieved",5,4
"9452","paupers",3,2
"9453","lke",1,1
"9454","disagree",1,1
"9455","scheldt",1,1
"9456","cat-skins",1,1
"9457","vansittart",1,1
"9458","allots",1,1
"9459","wrung",1,1
"9460","subside",2,2
"9461","aggravating",1,1
"9462","one-seventieth",1,1
"9463","inrease",1,1
"9464","diminish",3,2
"9465","awaiting",1,1
"9466","factitious",1,1
"9467","migration",1,1
"9468","feeble",2,2
"9469","palliative",1,1
"9470","dealt",1,1
"9471","overwhelm",1,1
"9472","humanitiy",1,1
"9473","goaded",1,1
"9474","want–a",1,1
"9475","crop–a",1,1
"9476","revulsion",1,1
"9477","americans–any",1,1
"9478","contemplate",1,1
"9479","plots",1,1
"9480","theory",1,1
"9481","silent",1,1
"9482","brace",1,1
"9483","consciences",1,1
"9484","propose",6,5
"9485","fellow-creatures",1,1
"9486","trader",1,1
"9487","younger",1,1
"9488","survives",1,1
"9489","recovering",1,1
"9490","conjectures",2,2
"9491","turns",2,2
"9492","undressed",1,1
"9493","horns",1,1
"9494","putrefaction",1,1
"9495","does;–the",1,1
"9496","more.--in",1,1
"9497","disastrous",1,1
"9498","quarantine.–london",1,1
"9499","paper.all",1,1
"9500","noticed",1,1
"9501","infectious",1,1
"9502","vapours",1,1
"9503","horns.–the",1,1
"9504","prognosticated.–i",1,1
"9505","attributed",3,2
"9506","datedhalifax",1,1
"9507","dalhousie",5,2
"9508","governor-in-chief",1,1
"9509","freemasons",2,2
"9510","lodges",1,1
"9511","building.his",1,1
"9512","scaffolding",2,1
"9513","ground.after",1,1
"9514","twining",1,1
"9515","chaplain",3,2
"9516","intendeed",1,1
"9517","students",2,2
"9518","professed",2,2
"9519","admittance",1,1
"9520","fervent",1,1
"9521","undertaking.a",1,1
"9522","bottle",2,2
"9523","tin",2,2
"9524","parchments",1,1
"9525","recess",1,1
"9526","cheers",4,4
"9527","masonic",2,2
"9528","processions",1,1
"9529","came.the",1,1
"9530","witnessed",13,12
"9531","halifax.the",1,1
"9532","countess",2,2
"9533","griffith",1,1
"9534","them.lord",1,1
"9535","newcastle",1,1
"9536","waiting",3,3
"9537","kempt.court",1,1
"9538","chancery–june",1,1
"9539","annuitants",1,1
"9540","legates",1,1
"9541","accountant-general",1,1
